"","id","blurb","launch","created"
"38261",1948999892,"""Plastic Ripple Effect will be an underwater photo shoot illustrating, in a creative way, the dangerous urgency of plastic pollution."",",1406048424,1405471735
"38265",674287234,"""Trying to make every photo I take as special as that moment in the picture. I will be focusing my company on the beauties of Weddings."",",1405130754,1403838935
"38277",2006275549,"""\""Bouts and Boats\"" is a project dedicated to documenting two different areas: fighting sports and marine vessels."",",1405970033,1405091405
"38337",2087271781,"""\""What if money was no object?\"" is a project with the purpose to show exactly that."",",1405482038,1405478654
"38338",1129731947,"""A Texas Hoops Tour from Buna & Beyond. A photographic & historic journey of gyms featuring the state's best players, coaches and teams."",",1405509056,1380061715
"38365",1956144938,"""I am creating a picture book titled \""The Simple Things\"". The goal is to inspire people to enjoy the simple things in life."",",1405000362,1404913858
"38366",403917284,"""This is going to be a simple site with the intent of giving people something to smile about whenever they need it!"",",1405219756,1405219128
"38400",358229365,"""A photo album shot on location in Maranello featuring Ferraris and Lamborghinis through history. Backers receive high resolution photos"",",1404838029,1404229861
"38406",1507442234,"""Breaking society's mold, and making our own American Dream; building a tiny house and traveling cross-country to Alaska."",",1404918018,1404754572
"38407",1996391775,"""From the Holy Grail to the Nazi's, every European religious building has a tale to tell. It will be the greatest story ever told."",",1404644437,1404635104
"38423",369951830,"""Hi! My name is Dylan and I have always taken a great deal in photography and would like to share my passion & work with the world."",",1406768459,1406503873
"38445",1661507283,"""Returning to run the streets of NYC. I will capture the excitement, the people, the course, the pain, and I will create a photo book."",",1405100279,1404835495
"38465",1519210626,"""I will travel to each town and take photos of historic sites covered bridges and known landmarks"",",1406589589,1404911317
"38467",1190232696,"""We'll be sending a camera to space to take unique photographs of our Earth from above! Along with some 'lucky pennies' that you can own"",",1405020867,1405016087
"38481",1675081135,"""I would love to bring my cats to my apartment for college as they require a lot of attention but my landlord wants $1000"",",1405732981,1405567107
"38483",1393714439,"""A 50 year journey along the Grand Trunk canal side, \nshowing a forever changing landscape."",",1406871747,1405540535
"38489",355754756,"""On a whim one day, I decided to take an introduction to scuba diving class. Now I am hooked!"",",1405110274,1404766920
"38494",1690740600,"""Pico Mtn located in the mid-Atlantic Ocean in the Azores, has an ever changing appearance and I would love to show the world!!!"",",1405218804,1404836285
"38515",546087456,"""A Visual Spectacle - LED Illuminated booth enclosures with programable lighting to compliment the most sophisticated and modern events"",",1406606523,1405101261
"38525",2007547550,"""Cat's are all around Istanbul, Turkey!  This project will allow me to photograph them all around this wonderful city!"",",1406574237,1405805222
"38541",1971158237,"""Photographing the unknown midwest, and showing its beauty before it vanishes."",",1404673294,1400506184
"38552",1646558985,"""Taking my wife on a surprise honeymoon all over the US, and photographing the entire journey."",",1406532037,1406351872
"38559",33260506,"""Have you ever wondered what could be in the sky above you right now.  We have always had the same question. Help us answer it."",",1405859457,1405672077
"38590",2043199642,"""We've been portable for many years and now want to take our passion to the next level... a fun filled studio to Capture Your Dreams."",",1405984725,1404844987
"38607",1767562971,"""Want to see the places my Dad saw in WW2 plus some other cities."",",1404936488,1404847210
"38612",868988416,"""Postcards, posters, and other prints of my abstract take on fireworks photography"",",1404965561,1404771642
"38617",2000625984,"""Help me send a postcard from South Africa!"",",1404845320,1404842083
"38618",1790294633,"""I want to document lads joining the infantry and undertaking their combat infantrymans course at catterick."",",1406840782,1406761107
"38628",211858315,"""Six countries in eight years, oil rich to post-conflict, building schools, dams, roads, palaces, museums and mines. An Expat's view"",",1404924829,1404849103
"38663",254602769,"""A coffee table book and collection of prints showcasing the beauty of deformities and scars."",",1405725962,1405314036
"38693",255067345,"""2 best friends.\nRecent college grads.\n16 days.\nOver 6,000 miles.\nOne amazing adventure."",",1404359913,1404264948
"38730",1611864053,"""First book from a series of  coffee table books of photographic images by artist & photographer Steven Townsend."",",1406650405,1406647093
"38759",406924276,"""A book filled with Wonderment of thought provoking CLOUD images I've captured over the last decade-DO YOU SEE WHAT I SEE? CloudsofJacob"",",1406220106,1404604879
"38789",1101044956,"""I have 100s of negatives from over 60 rock bands like Paul McCartney, Heart, Kiss,Tubes... Shot while working for a local  newspaper"",",1405252390,1404747109
"38791",146769290,"""In Australia same sex couples can't marry. It's Up to Us to bring about meaningful change by sharing their stories. Here's how!"",",1404130439,1397611166
"38795",1322251372,"""By donating you are going to be able to help me spread the word in a publication to help others start small businesses."",",1404864916,1404814367
"38801",2125166554,"""Up and coming self employed photographer. Passionate about all Photography. Looking to increase and expand my horizons."",",1404919731,1404643768
"38802",700909886,"""Documenting the best Food & Beverage outlets along the northeast through photography!"",",1405520490,1382569668
"38807",1334164206,"""Help me bring my art to life. My project is to bring my art to a much larger audience. Your help will make it all come true."",",1404786559,1397918495
"38827",1395936956,"""I would like to photograph and compile some of the most unique, peaceful and beautiful graveyards all over the world"",",1404948534,1404947396
"38833",835317888,"""My dream is to be a professional fine art photographer. I'm very creative but I really need to learn more about camera techniques."",",1406569841,1406294567
"38836",1877826402,"""A photographic experience of a woman's journey home to Ukraine in the middle of a civil war."",",1405574692,1405553555
"38837",1164779789,"""Trip to New York to have Jimmy Fallon or Stephen Colbert to shave my beard . Or California for Jimmy Kimmel"",",1406568913,1405638574
"38844",808253558,"""\""Land of everlasting youth\""- Bringing Irish mythology to life through photographs from across Ireland"",",1405012708,1404946184
"38850",1390622855,"""It meant something once to someone, to some family. Now it's just trash. Stained, torn, burnt, weathered. Left for dead."",",1404850355,1404782346
"38868",755730964,"""Photo stores are converting to cheap, low quality printing machines to save money. Looking to open a photo shop that does it right"",",1406247882,1405303704
"38871",1489834411,"""Friends & family have sent me to Europe for my 30th, my 1st time overseas. Though costs & cut work hours have my shattered my budget :("",",1405861361,1405854213
"38874",2134650431,"""To find unique patterns and shapes from the sky and photograph them."",",1404924437,1404912290
"38875",605195361,"""I love taking photographs. I'd like to create a Photobook about the Beautiful people & lands I've visited. Going to Cuba in Sept."",",1406487771,1404936926
"38880",128450677,"""I strive to capture the perfect moment, vistas in nature, personalities of animals and the hidden stories behind all people."",",1406677737,1406300736
"38885",297305596,"""My friend Jay and I have a passion for traveling. However, as two college students, we don't have the necessary funds."",",1405125693,1404782351
"38911",433782659,"""Since we can't physically go to space, my better half and I would like to put a picture of the two of us in near space. :)"",",1405606346,1404955553
"38912",907982997,"""Lightning in Arizona is amazing!  I want to capture fantastic images involving scenery and storms, to create a calendar and art prints."",",1404105320,1403828162
"38916",1565107801,"""An exhibition of large-scale, fine art photographs depicting the beauty and grace  of horses - rescued, retrained, and respected."",",1404928542,1400549835
"38922",1325407239,"""California is step one of a fifty state photo project, featuring the people, the places, and the beauty of the state in a unique way."",",1406439392,1406436199
"38929",38461074,"""My american friends told me that Canadians didn't have any pride in their country… Help me prove them wrong !"",",1406733388,1406569457
"38932",477278690,"""I want to create a book showing the Ohio Bicentennial Barns Now and when they were painted for the Ohio Bicentennial."",",1405031549,1404870815
"38933",1346212045,"""Since I was a little girl, I had not only a love for theatre but, for Greek theatre. I would love to document it's history."",",1404871801,1404869792
"38941",1850110704,"""Aerial footage of amazing hikes & sites in national forests and major natural landmarks."",",1404852096,1404809298
"38954",1102911684,"""Minnesota Wildflowers info is a nonprofit organization dedicated to creating a free, laymen's online field guide of all flora of MN."",",1404732066,1367749076
"38972",1098609345,"""A photo book that documents the simplicities of daily life in the midst of Arab Spring and in the wake of The Gaza-Israel War"",",1405996896,1405992367
"38982",206465590,"""We are Cody & Abby, April 2015 we will be leaving Charleston,SC to travel the world. facebook.com/littleabbyktravels"",",1406760016,1405037741
"39004",2133032534,"""Looking to start up a super cool photography nature project! Needing a good Camera to get the ball rolling!!"",",1405599256,1405300827
"39017",1948235149,"""Looking at life thru a lense can change emotions & opinions. I want to move people to open their mind thru an art installation."",",1404922636,1404756701
"39046",1989993635,"""A coffee table book depicting aerial photographs of New York City taken from a blimp, offering an incredible view of the city."",",1404826846,1361815189
"39048",1330161317,"""Just want to show people why Iran should be known for its passion for soccer, and not its politicians..."",",1405642649,1404710960
"39083",526501380,"""The Dixie Highway, one of the most cultural and economically diverse roadways in the US. Over 1600 miles of Americana - in pictures."",",1406057347,1405860488
"39087",1458256720,"""I am a novice golfer, but I would like the opportunity to chronicle a round of golf at the world famous Plantation Course at Kapalua."",",1406687503,1406570235
"39091",833826170,"""I would like to create and publish a book of my foster kittens and also photos I have taken of shelter dogs and cats."",",1404951782,1404863955
"39110",1080370010,"""Headshot intensive training by world renown head shot photographer Peter Hurley."",",1406120314,1404911098
"39144",1932677487,"""Constructing a sustainable community for the 21st Century."",",1404253270,1402341802
"39170",1301652365,"""I want to document the history of military service in small town America by making a book that highlights service men in my community."",",1405997024,1405994471
"39179",1896206887,"""Documentary photography book to show what it's like to live on benefits in 2014"",",1405865680,1405862577
"39224",142733536,"""Raising money to print photography landscapes taken both in Boston and around the rest of the world"",",1406785173,1406669212
"39233",1022530229,"""The transformation of Dubrovnik 20 years after the Croatian war of Independance"",",1405022815,1404664136
"39245",1814043302,"""I just want to pick up on a photography project around my beautiful UCLA campus and I need funds to purchase a quality camera. :)"",",1404749345,1404587884
"39259",370885648,"""Who can ever get enough of these loveable goofy Hounds? Help us create a webpage that will feature a new photo of a Basset Hound daily!"",",1405358991,1404842057
"39260",87128573,"""Help raise money to get my daughter new camera equipment I just can't afford to do this for her alone , it takes a village so I asked"",",1404939780,1404916494
"39262",237153527,"""Just a student who wants to turn his Hobby into a career. I've already saved up $1000 since I was born, only need $2000 more!"",",1404845137,1404770339
"39275",879900369,"""I Love Japan and have traveled to Tokyo two times now. I have been taking photos for 25+ years. I would love to combine the two."",",1406277073,1406110716
"39287",1382143352,"""A new dynamic in photo and video services. Drone based imagery coupled with traditional photography for any event you want to keepsake."",",1406932727,1405132241
"39305",1662632034,"""One night I had a dream.  So I woke up and made a brochure; Here is how it looks."",",1404226884,1404092862
"39312",1717891317,"""You know me, I've been at your gigs, clicking away and now you will be able to purchase your photos. Lets fund this sht! :)"",",1404825681,1404359934
"39315",1427835141,"""I am making a big book of my favorite concert photos from over the years.  They look so much better in print at 11\""x14\""!"",",1405695616,1405559264
"39326",1202949239,"""Creating the story of my life in the Arizona desert."",",1406741734,1406738171
"39327",1288848321,"""Gas masked family photos. A glimpse into the life after nuclear war."",",1405380783,1399494847
"39328",1417965667,"""An effort to preserve private non commercial photographic images for historical reference and for personal amusement."",",1404775830,1390355066
"39330",1705146831,"""Working towards owning my own equipment so that I can start my own business covering fashion & lifestyle events in the NYC area!"",",1405275238,1405273147
"39335",2081367274,"""\""Baltimore Graffiti\"" Is a 208pg. photo documentary of Baltimore's graffiti scene from 2011-2014. Including 4000+images and 145 artists."",",1404786105,1403480043
"39392",640675054,"""We would like to shoot an aerial tour of Riverfront park to give to the city to use for promotional purposes"",",1405969268,1404805964
"39394",1132026580,"""Ever wanted to see your or a loved ones little friend in some of the most iconic places in the world?"",",1406565037,1406563392
"39396",2066590822,"""I Shoot 35mm Fuji Velvia. Getting this stuff developed is expensive. So I want to open up an E6 lab in my basement to develop myself."",",1404883164,1404788439
"39400",1047972973,"""I want to create a simple, vivid, emotive collection of 'Everyday Object' photographs to be shared, loved and appreciated globally."",",1404852288,1404818582
"39403",1163234274,"""Cute & cuddly puppy's growing up adventure. With Toys & puppy silliness pic documented everyday for your daily puppy fix."",",1405101311,1405060768
"39406",1533268560,"""Lets put a smile on that face of yours !"",",1404840399,1404726183
"39411",1233915591,"""Seventeen - 5x4 photography featuring and involving 17 year old girls, currently in alternative venues to mainstream education."",",1406066448,1406053722
"39413",225520179,"""I love philosophy, photography, and travelling. I would like to combine all of these things and share the results with you!"",",1405524531,1405515625
"39424",1358601863,"""Photographic images from 100,000 feet above the earth"",",1406052206,1405795090
"39434",433276531,"""Fund a bus trip cross country and taking photos of every step of the way to share with folks by making prints at the end of the trip"",",1404854546,1404826263
"39457",1489505492,"""Visiting and photographing the Tenderloin District of San Francisco. This money would help me get more equipment for the trip."",",1404946096,1404856526
"39465",512019652,"""Life of a cancer patient....thru my eyes"",",1404997533,1404784168
"39471",2115470411,"""Embracing, celebrating and diversifying yoga, one glorious photo at a time. Using the medium of photography and the power of community."",",1406728964,1402312459
"39482",1565680609,"""Father and Son Photo-book of Peoria Heights and surrounding areas."",",1404741850,1373563743
"39488",1874919515,"""A unique photography event with 100+ artists, guest lectures and photographic masterclasses."",",1404907827,1404237179
"39491",1107307165,"""Photography project documenting  communities in Bolivia that use revised indigenous knowledge in agriculture to adapt to climate change"",",1404672709,1355667095
"39506",2109850728,"""RoadTrip America is a 2 month expedition across the breadth of the United States covering 10,000 miles and a number of iconic landmarks"",",1404489245,1404320045
"39513",200612417,"""Wanting to prove to the world there are spirits here after we pass. Investigations in  RI & beyond!\nHave list of things needed!"",",1404867641,1404822539
"39536",190711986,"""Focused specifically on British expats living in Southern Spain, these images are fragments of hardship and turmoil - misery and hope."",",1404747865,1404478620
"39549",1413142553,"""A print series creating a moonlit portrait of a sleeping small town in the mountains of North Carolina. Everytown USA while it dreams."",",1406478462,1405993237
"39562",1272457372,"""A photographic project documenting the personal stories of Iranians in the UK."",",1405724671,1404694766
"39563",1880753215,"""We are trying to create an artistic Zombie Hunter Calendar Ser. We are looking for funding for model cost, Calendar print cost etc"",",1405394476,1405045100
"39580",452912321,"""Let it Out: Real people letting go out loud"",",1406572819,1406095586
"39613",1566570936,"""Three photographers meet in Los Angeles for a weekend to document the city's neighborhoods, landmarks, cemeteries, markets and more."",",1404975729,1404613408
"39617",1117024940,"""Null"",",1405436735,1404943871
"39634",303105070,"""Nepal through a lens"",",1404850505,1387107365
"39645",675145281,"""Three photographers are traveling to Paris/London and want to send you a self-printed postcard capturing the beauty of each place."",",1404234996,1385493034
"39664",1866064665,"""A Photographic & Written Teaching Atlas displaying all individual parts of wild Flowering Vascular Plants in their natural habitats."",",1404939625,1400009085
"39699",793640402,"""Speak to people, one by one, in the heart of your town.  Provide a means for them to feel hope and love.  Be a blessing."",",1406601502,1405956984
"39705",583336864,"""My project is to fund airfare for my 10 day spiritual and photographic Pilgrimage to Wales."",",1404751308,1404595024
"39720",1208696702,"""As someone who has struggled in the past with body image, I feel it is important to embrace all body types and share my vision with all"",",1404865478,1404760709
"39732",1750912832,"""A celebratory photojourney about women of a certain age documenting their triumphs and tragedies through nude photography."",",1405176145,1400201419
"39734",1302691150,"""Aspiring nature photographer in need of upgraded lenses and equipment to share the beauty of our world through photography."",",1405033349,1404594494
"39735",354386434,"""Just diagnosed with kidney failure. Must travel as much as possible before dialysis takes over. Must make fab photo memories"",",1404844914,1404689829
"39743",2123945096,"""The Behind the Badge project is to show that they are not just a badge, they are not just a cop. That there more behind the badge"",",1406052074,1405869307
"39744",359571268,"""I'm sending an e-mail of a unique picture of my cat to all my backers!"",",1405968553,1405859294
"39745",1375920040,"""Life in the Shadows is an original series dealing with dancers and their shadows. The gallery show will be in early September"",",1405396460,1404872903
"39758",501444329,"""Lots of; Dangerous, scenic and beautiful photos!"",",1406074547,1406073126
"39768",76395555,"""The goal of this project is to capture amazing light and changing colors of Eastern Sierra in autumn."",",1406916391,1406669352
"39771",542833413,"""Experiencing and photographing Italy and other European countries in three months by visiting their amazing sites."",",1406414614,1404836253
"39782",503642371,"""the photoglist is a photographers directory"",",1404503574,1401336656
"39796",881691413,"""I am a photography student in her last stages in her education. I recently was in a car accident that has left me devastated."",",1405653334,1405487856
"39808",1051886844,"""A website dedicated to YOUR Pug pictures & videos!  Website will be set up to support a Pug Charity."",",1404224580,1403774395
"39820",2067262353,"""Elevated Colorado is an aerial photography project that captures scenic Colorado from a new angle."",",1406784647,1406408011
"39826",866607384,"""Aaron Fritzinger presents two calendars for 2015. One of Floral shots, One of Cape Cod Sunsets. All pictures taken by Aaron Fritzinger"",",1404922201,1404770301
"39835",457607847,"""Traveling/Photographing Canada & A Beer in Every Province.\nFrom the Atlantic to the Pacific Ocean."",",1404949141,1404919746
"39853",502544535,"""An attempt to get definitive photographic proof of Bigfoot in the Pacific Northwest"",",1406032598,1405937584
"39856",15830266,"""I want to create an equal opportunity photography studio in Niagara Falls which welcomes models of all types."",",1404915124,1404841509
"39872",1344021222,"""To preserve over 800+ images from negatives of the Korean War, which features military and civilian life at that time."",",1406793894,1406345454
"39879",450861050,"""AlexPrints is a Leeds based photographer and daydreamer who, through her doodle designs hopes to inspire people to travel the world!"",",1406427367,1406408049
"39880",1438599926,"""Buy and maintain 6 acres of land in West Ireland as a Wildlife Refuge for an endangered species of native Raptor called the Hen Harrier"",",1405746399,1405661505
"39915",1680094908,"""A photographic diary of the 2014 trip around Iceland following sound artist Action Pyramid and the band ILK."",",1404829483,1403883463
"39938",1351430786,"""Raising funds for more professional equipment, so my passion and love for newborn/maternity/children/family photography can grow."",",1404926563,1404830904
"39947",1759209328,"""i want to take amazing photos of peregrine falcon's"",",1404823263,1404803481
"39958",444932872,"""My Goal is to Visit & Camp in the Peak District and to create a photography Portfolio I will upload to the internet."",",1404846779,1404750219
"39961",1023895606,"""Rally to track down Son Of A Gun, teddy bear outlaw & honey thief! \n\n[photo e-book]"",",1405101199,1405003509
"39962",614947192,"""Providing public education,information and culture via new technology using  portable and moveable\nart & photo exhibition medium"",",1406837506,1406834319
"39971",1369531132,"""Come experience coastal Georgia and the deep south charm of Savannah."",",1405969056,1397567073
"39989",574505219,"""As the memories of World War II fade so do the personal photos of those who were there.  This project will allow them to live on."",",1406857152,1406485667
"40010",1629159959,"""I want to take Rocko on his most epic road trip yet and document his experience to share with the world!"",",1406669700,1406522573
"40022",1404872185,"""I want to be able to offer clients a place they can relax and enjoy having precious moments captured for ever."",",1404158981,1403906677
"40023",94158690,"""We are packing up and moving interstate, to pass the time i plan on making a scrapbook of our journey and sharing it with you all :)"",",1404937241,1404889483
"40052",2004165072,"""I love photography, and I love to help others. My goal is to help others learn, and hone their skills."",",1405026836,1405024289
"40053",853507375,"""This project will take the viewers on a photographic journey through the eyes of a motorcycle road racer from amateur through pro."",",1404817243,1404746782
"40065",1346765757,"""In this ever changing world, advancements that once were meant to connect us to one another have quite possibly separated us."",",1405625400,1405515766
"40070",96389796,"""Postcards from a Piranha - Travelling the continental US, sending postcards featuring NotPete Piranha as we go through each state."",",1406563116,1405967185
"40073",1491643384,"""What's it like to be a stranger in a new city in a new country?"",",1406743021,1406712993
"40085",1310870932,"""Plan to travel around Europe for 3 months by motorcycle to see the unexplored areas that most people would drive right through."",",1405371809,1405364418
"40092",1491522930,"""A photo collection of Orlando taken with amateur eyes. From the hidden beauty and art, to graffiti murals and everything in between."",",1406566728,1406221314
"40147",727842407,"""Dreamcatcher photography is dedicated to giving our customers the quality they deserve to achieve this we need your help setting up!"",",1404742747,1404254777
"40152",763294622,"""Idaho is a beautiful state, and it has beautiful people. I want to document their stories with pictures."",",1405351075,1404853647
"40154",294033343,"""Two people in search of finding the true meaning of life, seeking dreams of enlightenment and the perfect beach.\n\""Living In The Moment\"""",",1404879009,1404816796
"40159",982830327,"""As an aspiring model, my project involves fashioning artistic and creative photos that I can share while paying my college tuition."",",1406256942,1404932414
"40162",1713095519,"""Six years after launching SDN we are redesigning the website to present the photography more powerfully to a global audience of viewers"",",1404914547,1394549647
"40168",1555017671,"""To invest in better camera, displays and inventory to show and sell my Fine Art photography at art festivals."",",1404855260,1404654056
"40184",764077451,"""Help me bring my passion and fantasy images to life!"",",1405969506,1405734988
"40185",1192411927,"""This project aims to document, Libyan photographic history; through both print and artisan mediums ."",",1404940812,1404877571
"40189",2021330096,"""Showcasing the natural beauty and intimacy between mother and child."",",1404943284,1404918410
"40198",1555029351,"""I want to take this adorable squishy face all over Pet friendly Charleston, and photograph it! From Paddle Boarding to Ice Cream Cones."",",1405099685,1404822502
"40200",882816446,"""Help me search the North Maine woods with my Dirt bike & hike woodland trails to find breathtaking Views & animals to take pictures of"",",1406197823,1406046918
"40201",788246021,"""Looking to take pictures of the most beautiful places around the world! I'd love to meet new people and ask \""what makes people happy?\"""",",1405624884,1405307323
"40202",694123555,"""Letter photography forces perspective on everyday objects. I use this perspective to capture the essence of people and business"",",1405969522,1405542607
"40203",777415596,"""Our Goal \nUKAP Is The UK's Biggest Non-Profit Airshow Photography Community, with photographers around the UK and Europe."",",1404942203,1404756859
"40205",522845542,"""Heartistry is my heart and creative talent poured into photographs. I hope to fund further shoots & print making with this kickstarter"",",1405393952,1404950082
"40206",2108890363,"""I want to be able to travel and take pictures of nature. I need money to be able to travel and to print up my pictures."",",1406225591,1405984246
"40207",275351880,"""I am on a one year journey in South Korea in search of all its beauty and mystery which will be documented with my camera."",",1405784929,1405339375
"40208",478330559,"""Lots of road kill in the south, why not take some pictures with it, make a weird calender, then afterwards.. clean it up."",",1404948209,1404780376
"40211",1092288656,"""I want to go to Photolucida an international conference of photographers and reviewers  in Portland to show my portfolio to curators."",",1404851283,1404765133
"40212",194082268,"""I am a budding photographer with aspirations to be able to support myself with my art. Contributors receive a Hi-Res landscape pic!"",",1404995154,1404825018
"40213",191786481,"""I have been shooting live concerts for quite some time. I am in need of an upgraded camera in order to continue doing  this."",",1405897044,1405388714
"40215",2003440568,"""Support me in my trip to Alaska to photograph grizzly bears and alaskan wilderness. In return get a limited edition print!"",",1404938836,1404927803
"40216",769734308,"""A photo series of different humans in society literally kissing my bare a**."",",1406089102,1405415655
"40218",1195014553,"""I am trying to move to Hermosa Beach, I am a amateur photographer and I want to live in a beautiful place to inspire my work ."",",1405110305,1404957650
"40219",318614185,"""It's simple: \nThis car wants to roll across America with people's face on its handsome body. All around. Oh yeah."",",1405097941,1404975601
"40220",1935199131,"""It has been my dream for a really long time to be a professional photographer but I lack the funds to get there.  Please help."",",1406737035,1406658670
"40222",1462784284,"""Family Images for Lifelong Memories provides cost-free portraits to families in the face of terminal illness."",",1404927207,1404830686
"40223",2092895438,"""Taking photos of over weight people to show the world that Big Is Beautiful."",",1405460596,1405050136
"40225",1474399281,"""basily im looking for funding to buy more transformers for my collection witch i will then take pictures of"",",1405979825,1405679541
"40226",97229046,"""Come with us in a journey through the beautiful state of Florida, my lovely home. From Key West to Pensacola and everything in between."",",1405101075,1404941759
"40227",1039870970,"""I do photography as a hobby with an old camera pictured, Im needing an up to date camera to build my portfolio and more"",",1405785019,1405073598
"40232",1736815612,"""A photographic memoir of my family's struggle to regain normalcy after my breast cancer diagnosis.  Live, Love, Reconnect."",",1405634114,1405379431
"40234",446117919,"""People love the photos I publish online. Now I need a boost to reach the next level in my travel photography. You can help!"",",1406592375,1405822514
"40238",1076035089,"""I'm about to lose one of the most important tools I have to continue my photography ... my work laptop"",",1405480183,1405385404
"40239",1738541853,"""4 Days: No Toilets? No Showers? No Clean Water? Hiking 23 miles w/ 40lbs on your back? Dehydrated Meals? \n\nYes, Yes, Yes, Yes & Yes"",",1406735485,1406219720
"40240",417231614,"""Purchase and preservation of natural, wooded land for photography. Nothing man-made. Connecting people with true nature!"",",1406935232,1404997286
"40242",124155706,"""Just trying to get a wedding photography business started in Tulsa, Ok"",",1405700089,1404932044
"40243",1144764867,"""My coworker made the excuse that running a Tough Mudder is too expensive, otherwise he would register and run."",",1405965535,1405358290
"40244",942996307,"""Bringing awareness to those who we see as invisible: homeless individuals. I want to tell their stories so they can be heard."",",1405383509,1404953058
"40245",347139049,"""I want to be able to brighten people's day through my photos! God has blessed me with this passion, I want to share it!"",",1405299474,1404915358
"40248",635592931,"""Help me share pictures of the world"",",1404956166,1404921853
"40249",1309271545,"""Friends and I have always had a fondness for the 3 toed sloth. For my friends birthday we would like to do a photo shoot w/ sloths"",",1405436136,1379713232
"40251",308229984,"""Beauty. Power. Elegance. Discipline. Tutus."",",1406665246,1404963745
"40253",2137076704,"""I want two Hungarian Vizsla puppies to photograph throughout their lives for a time-lapse project."",",1405374898,1404862075
"40255",974249544,"""There once were 4 poor souls who had aspirations of taking an amazing group photo, however they lacked proper photography equipment."",",1406125936,1405913408
"40258",96091811,"""Keep your moments precious. I make videos for Memorials, Graduation, and Sports. I need to get a new laptop and camera to continue this"",",1405541667,1404923148
"40259",891355950,"""I've always wanted to become a photographer. Help me grow and watch me progress in my updates."",",1404939041,1404921933
"40260",1632749901,"""So basically I want to go to Las Vegas and take amazing pictures!"",",1405479806,1405276105
"40263",791813004,"""Photography as a full time job."",",1405467780,1404922121
"40264",920502348,"""Everyday is beautiful. Everyday is unique. Everyday has a moment that you wish you could remember forever and with photography, you can"",",1405100520,1404841551
"40266",783638075,"""Documenting the effort to locate seven branches of the Bailey family and connect with them in Atlanta, GA for a family reunion in 2015."",",1405354611,1404827111
"40267",1552567360,"""i love taking pictures and would like to become better at it i had a nice camera but lost it in a fire and i want to take classes"",",1405100980,1404930711
"40268",1738502749,"""Photos of fans showing their emotions and trials and tribulations supporting their beloved football team"",",1405581908,1405272437
"40271",537058862,"""Photography By Spence plans on expanding and reaching a more broad audience."",",1405969063,1405629692
"40273",825075822,"""We want to take you (in spirit) on our epic journey from FL to CA. Come with us while we explore and photograph these great lands!"",",1405116548,1404779670
"40274",2067334067,"""Dream2Be Image  is about not letting my past define me one more day.   Sharing and Inspiring others to  never give  up. Ever."",",1406724430,1406258403
"40275",531184718,"""Unemployed student wanting to make a difference in the world through travel, wanting to sell images to help the wildlife of the world."",",1405108048,1404941467
"40277",1525399469,"""I am looking to get new items with the money. Using for props and new lens to make the quality of my pictures better."",",1406830440,1405210017
"40278",240471756,"""Planning the photography trip of a lifetime up the east coast of Australia with my soon to be wife Meika. \nThanks for everything!"",",1405168099,1404787361
"40279",1833001503,"""Polaroid film is expensive"",",1406601283,1406599143
"40280",509122707,"""I am looking to create photos/memories of these amazing Paralympians to share with the world! (Each has such an amazing story to tell)"",",1406738047,1406303917
"40281",1000638156,"""I want the opportunity to create installation art (worldwide) and eventually move on to setting up my own photography business!"",",1406736846,1406587636
"40282",1532819025,"""Just asking for help with equipment cost to take free photos for the military and to start up my own business. (USAF employed)"",",1405541432,1405452766
"40283",133134195,"""You can hear Music...but a true artist can make you see the Music. Mississippi Blues is one of the most moving genres of music around."",",1405101220,1405009108
"40285",1539054194,"""I am going to Canada for 3 weeks to do photography but I only have outdated kit so I need help to try get some new kit."",",1405463230,1397119707
"40286",1142545244,"""I photograph people for a living, mostly models for fashion. I'd like to get better equipment and offer shoots to more everyday people."",",1405356075,1405072396
"40290",2076328664,"""Traveling starting in the United States followed by going international. I will be taking pictures and sharing my experiences!"",",1404919890,1404756535
"40292",1153964324,"""Like kids today our kids are more worried about their video games than they are with having outdoor adventures...time to change that!"",",1405117125,1404793970
"40293",1159226199,"""I've never been to the beach but want to go and take pictures of the beach and the ocean."",",1405102520,1404926057
"40294",186909879,"""We would like to transform our daughter into a minion and frame a series of awesome professional photos of her as different minions."",",1405234771,1405000499
"40295",1321717223,"""Levi is my third son.  He is 15.  3 short yrs he is out of the house.  An upgrade to my old D200 will allow the best possible memories."",",1405551693,1404878736
"40297",329107611,"""Capturing beautiful places on a road trip from NY to CA. Photos taken during this trip will be sold to raise money for cancer research."",",1405635501,1405553912
"40298",1250466241,"""This project began when my sister who has progressive multiple sclerosis wanted to document her disease progressive in photographs."",",1405388868,1405009528
"40299",100619872,"""Help me add another reason to get people to SMILE! Help me build another photo booth!"",",1404929433,1404856758
"40303",586570611,"""Trying to take my 4 kids to meet my family! Going to make a photo book of the trip/first time meeting.It was the kids xmas wish last yr"",",1405287685,1404791665
"40306",1745953651,"""To give joy to those in hospitals and Living care facilities. With a picture of the beautiful clouds in a picture frame."",",1405258928,1404825000
"40307",1614572381,"""Photography"",",1405398737,1404937822
"40308",1915817844,"""Great opportunity to see BFF get married in India! Need to gather lots of memories because she will be leaving the U.S.:("",",1406298111,1404820534
"40309",734753114,"""My fiancé and I are going to Italy for our honeymoon! I'll be in multiple cities and taking hundreds of pictures!"",",1404593761,1404511610
